date,retailer_id,district,tier,primary_crop,avg_monthly_sales_inr,credit_score,days_since_visit,recent_rain_7d_mm,recent_humidity_pct,pest_pressure_14d,label_order_next_7d
2026-05-06,R0077,Prakasam,A,chilli,289108,76,29,27.9,81.1,1,0
2026-05-07,R0077,Prakasam,A,chilli,289108,76,30,27.2,82.2,1,0
2026-05-08,R0077,Prakasam,A,chilli,289108,76,0,11.6,82.4,2,0
2026-05-09,R0077,Prakasam,A,chilli,289108,76,1,11.6,81.9,2,0
2026-05-10,R0077,Prakasam,A,chilli,289108,76,2,11.6,83.8,2,0
2026-05-11,R0077,Prakasam,A,chilli,289108,76,3,0.0,85.1,2,0
2026-05-12,R0077,Prakasam,A,chilli,289108,76,4,0.0,86.2,2,0
2026-05-13,R0077,Prakasam,A,chilli,289108,76,5,4.4,86.4,2,0
2026-05-14,R0077,Prakasam,A,chilli,289108,76,6,4.4,85.4,2,0
2026-05-15,R0077,Prakasam,A,chilli,289108,76,7,4.4,84.2,2,0
2026-05-16,R0077,Prakasam,A,chilli,289108,76,8,4.4,84.8,1,0
2026-05-17,R0077,Prakasam,A,chilli,289108,76,9,4.4,83.7,1,0
2026-05-18,R0077,Prakasam,A,chilli,289108,76,10,4.4,83.7,1,0
2026-05-19,R0077,Prakasam,A,chilli,289108,76,11,8.8,83.6,1,0
2026-05-20,R0077,Prakasam,A,chilli,289108,76,12,4.4,84.2,1,0
2026-05-21,R0077,Prakasam,A,chilli,289108,76,13,4.4,84.8,1,0
2026-05-22,R0077,Prakasam,A,chilli,289108,76,14,5.2,85.6,1,0
2026-03-24,R0078,Prakasam,A,cotton,341817,75,4,16.0,68.5,0,0
2026-03-25,R0078,Prakasam,A,cotton,341817,75,5,16.0,69.5,0,0
2026-03-26,R0078,Prakasam,A,cotton,341817,75,6,16.0,70.9,0,0
2026-03-27,R0078,Prakasam,A,cotton,341817,75,7,16.0,71.4,0,0
2026-03-28,R0078,Prakasam,A,cotton,341817,75,8,16.0,71.2,0,0
2026-03-29,R0078,Prakasam,A,cotton,341817,75,9,18.4,72.5,0,0
2026-03-30,R0078,Prakasam,A,cotton,341817,75,10,2.4,72.0,0,0
2026-03-31,R0078,Prakasam,A,cotton,341817,75,11,2.4,72.4,0,0
2026-04-01,R0078,Prakasam,A,cotton,341817,75,12,14.3,71.9,0,0
2026-04-02,R0078,Prakasam,A,cotton,341817,75,13,29.5,72.2,0,0
2026-04-03,R0078,Prakasam,A,cotton,341817,75,14,29.5,73.3,0,0
2026-04-04,R0078,Prakasam,A,cotton,341817,75,15,29.5,74.5,0,0
2026-04-05,R0078,Prakasam,A,cotton,341817,75,0,27.1,74.8,0,0
2026-04-06,R0078,Prakasam,A,cotton,341817,75,1,29.7,74.6,0,0
2026-04-07,R0078,Prakasam,A,cotton,341817,75,2,29.7,73.3,1,0
2026-04-08,R0078,Prakasam,A,cotton,341817,75,3,17.8,74.0,1,0
2026-04-09,R0078,Prakasam,A,cotton,341817,75,4,2.6,74.6,1,0
2026-04-10,R0078,Prakasam,A,cotton,341817,75,5,2.6,73.1,1,0
2026-04-11,R0078,Prakasam,A,cotton,341817,75,6,2.6,73.4,1,0
2026-04-12,R0078,Prakasam,A,cotton,341817,75,7,4.1,73.7,1,0
2026-04-13,R0078,Prakasam,A,cotton,341817,75,8,1.5,74.1,1,0
2026-04-14,R0078,Prakasam,A,cotton,341817,75,9,1.5,74.9,1,0
2026-04-15,R0078,Prakasam,A,cotton,341817,75,10,1.5,75.0,1,0
2026-04-16,R0078,Prakasam,A,cotton,341817,75,11,1.5,74.5,2,0
2026-04-17,R0078,Prakasam,A,cotton,341817,75,12,1.5,75.0,2,1
2026-04-18,R0078,Prakasam,A,cotton,341817,75,13,1.5,75.2,2,1
2026-04-19,R0078,Prakasam,A,cotton,341817,75,14,0.0,76.6,2,1
2026-04-20,R0078,Prakasam,A,cotton,341817,75,15,0.0,76.8,2,1
2026-04-21,R0078,Prakasam,A,cotton,341817,75,16,0.0,76.8,2,1
2026-04-22,R0078,Prakasam,A,cotton,341817,75,17,0.0,76.5,1,1
2026-04-23,R0078,Prakasam,A,cotton,341817,75,18,0.0,76.6,1,1
2026-04-24,R0078,Prakasam,A,cotton,341817,75,0,0.0,77.4,1,0
2026-04-25,R0078,Prakasam,A,cotton,341817,75,1,0.0,77.6,1,0
2026-04-26,R0078,Prakasam,A,cotton,341817,75,2,0.0,76.9,1,0
2026-04-27,R0078,Prakasam,A,cotton,341817,75,3,0.0,78.5,1,0
2026-04-28,R0078,Prakasam,A,cotton,341817,75,4,0.0,79.1,1,0
2026-04-29,R0078,Prakasam,A,cotton,341817,75,5,0.0,80.0,1,0
2026-04-30,R0078,Prakasam,A,cotton,341817,75,6,0.7,79.5,1,0
2026-05-01,R0078,Prakasam,A,cotton,341817,75,7,16.3,80.5,1,0
2026-05-02,R0078,Prakasam,A,cotton,341817,75,8,16.3,81.8,1,0
2026-05-03,R0078,Prakasam,A,cotton,341817,75,9,16.3,81.8,1,0
2026-05-04,R0078,Prakasam,A,cotton,341817,75,10,27.9,81.0,1,0
2026-05-05,R0078,Prakasam,A,cotton,341817,75,11,27.9,80.5,1,0
2026-05-06,R0078,Prakasam,A,cotton,341817,75,12,27.9,81.1,1,0
2026-05-07,R0078,Prakasam,A,cotton,341817,75,13,27.2,82.2,1,0
2026-05-08,R0078,Prakasam,A,cotton,341817,75,14,11.6,82.4,2,0
2026-05-09,R0078,Prakasam,A,cotton,341817,75,15,11.6,81.9,2,0
2026-05-10,R0078,Prakasam,A,cotton,341817,75,16,11.6,83.8,2,0
2026-05-11,R0078,Prakasam,A,cotton,341817,75,17,0.0,85.1,2,0
2026-05-12,R0078,Prakasam,A,cotton,341817,75,18,0.0,86.2,2,0
2026-05-13,R0078,Prakasam,A,cotton,341817,75,19,4.4,86.4,2,0
2026-05-14,R0078,Prakasam,A,cotton,341817,75,20,4.4,85.4,2,1
2026-05-15,R0078,Prakasam,A,cotton,341817,75,21,4.4,84.2,2,1
2026-05-16,R0078,Prakasam,A,cotton,341817,75,22,4.4,84.8,1,1
2026-05-17,R0078,Prakasam,A,cotton,341817,75,23,4.4,83.7,1,1
2026-05-18,R0078,Prakasam,A,cotton,341817,75,24,4.4,83.7,1,1
2026-05-19,R0078,Prakasam,A,cotton,341817,75,25,8.8,83.6,1,1
2026-05-20,R0078,Prakasam,A,cotton,341817,75,26,4.4,84.2,1,1
2026-05-21,R0078,Prakasam,A,cotton,341817,75,0,4.4,84.8,1,0
2026-05-22,R0078,Prakasam,A,cotton,341817,75,1,5.2,85.6,1,0
2026-03-24,R0079,Chittoor,C,chilli,42907,94,7,32.5,54.8,0,0
2026-03-25,R0079,Chittoor,C,chilli,42907,94,8,32.5,54.5,0,0
2026-03-26,R0079,Chittoor,C,chilli,42907,94,9,8.8,52.8,0,0
2026-03-27,R0079,Chittoor,C,chilli,42907,94,10,8.8,53.9,0,0
2026-03-28,R0079,Chittoor,C,chilli,42907,94,11,8.8,54.4,0,0
2026-03-29,R0079,Chittoor,C,chilli,42907,94,12,8.8,54.7,0,0
2026-03-30,R0079,Chittoor,C,chilli,42907,94,13,5.9,54.9,0,0
2026-03-31,R0079,Chittoor,C,chilli,42907,94,14,0.0,54.7,0,0
2026-04-01,R0079,Chittoor,C,chilli,42907,94,15,0.0,55.7,0,0
2026-04-02,R0079,Chittoor,C,chilli,42907,94,16,0.0,57.3,0,0
2026-04-03,R0079,Chittoor,C,chilli,42907,94,17,0.0,57.4,0,0
2026-04-04,R0079,Chittoor,C,chilli,42907,94,18,1.2,57.2,0,0
2026-04-05,R0079,Chittoor,C,chilli,42907,94,19,1.2,58.5,0,0
2026-04-06,R0079,Chittoor,C,chilli,42907,94,20,1.2,58.9,0,0
2026-04-07,R0079,Chittoor,C,chilli,42907,94,21,29.9,61.0,0,0
2026-04-08,R0079,Chittoor,C,chilli,42907,94,22,29.9,60.3,0,0
2026-04-09,R0079,Chittoor,C,chilli,42907,94,23,31.9,60.5,0,0
2026-04-10,R0079,Chittoor,C,chilli,42907,94,24,31.9,59.7,0,0
2026-04-11,R0079,Chittoor,C,chilli,42907,94,25,31.4,59.2,0,0
2026-04-12,R0079,Chittoor,C,chilli,42907,94,26,31.4,58.8,0,0
2026-04-13,R0079,Chittoor,C,chilli,42907,94,27,31.4,58.6,0,0
2026-04-14,R0079,Chittoor,C,chilli,42907,94,28,2.7,58.1,0,0
2026-04-15,R0079,Chittoor,C,chilli,42907,94,29,2.7,60.3,0,0
2026-04-16,R0079,Chittoor,C,chilli,42907,94,30,0.7,58.7,0,0
2026-04-17,R0079,Chittoor,C,chilli,42907,94,31,0.7,60.5,0,0
2026-04-18,R0079,Chittoor,C,chilli,42907,94,32,0.0,62.3,0,0
2026-04-19,R0079,Chittoor,C,chilli,42907,94,33,0.0,61.1,0,0
2026-04-20,R0079,Chittoor,C,chilli,42907,94,34,0.0,62.7,0,0
2026-04-21,R0079,Chittoor,C,chilli,42907,94,35,0.0,62.1,0,0
2026-04-22,R0079,Chittoor,C,chilli,42907,94,36,8.8,60.2,0,0
2026-04-23,R0079,Chittoor,C,chilli,42907,94,37,8.8,62.3,0,0
2026-04-24,R0079,Chittoor,C,chilli,42907,94,38,8.8,63.3,0,0
2026-04-25,R0079,Chittoor,C,chilli,42907,94,39,8.8,62.2,0,0
2026-04-26,R0079,Chittoor,C,chilli,42907,94,40,8.8,62.9,0,0
2026-04-27,R0079,Chittoor,C,chilli,42907,94,41,8.8,63.1,0,0
2026-04-28,R0079,Chittoor,C,chilli,42907,94,42,8.8,62.6,0,0
2026-04-29,R0079,Chittoor,C,chilli,42907,94,43,3.5,64.2,0,0
2026-04-30,R0079,Chittoor,C,chilli,42907,94,44,8.9,64.4,0,0
2026-05-01,R0079,Chittoor,C,chilli,42907,94,45,8.9,62.9,0,0
2026-05-02,R0079,Chittoor,C,chilli,42907,94,46,8.9,62.7,0,0
2026-05-03,R0079,Chittoor,C,chilli,42907,94,47,8.9,64.5,0,0
2026-05-04,R0079,Chittoor,C,chilli,42907,94,48,8.9,64.0,0,0
2026-05-05,R0079,Chittoor,C,chilli,42907,94,49,8.9,64.5,0,0
2026-05-06,R0079,Chittoor,C,chilli,42907,94,50,5.4,62.7,0,0
2026-05-07,R0079,Chittoor,C,chilli,42907,94,51,0.0,61.0,0,0
2026-05-08,R0079,Chittoor,C,chilli,42907,94,52,0.0,61.8,0,0
2026-05-09,R0079,Chittoor,C,chilli,42907,94,53,0.0,61.6,0,0
2026-05-10,R0079,Chittoor,C,chilli,42907,94,54,0.0,60.0,0,0
2026-05-11,R0079,Chittoor,C,chilli,42907,94,55,0.0,60.0,0,0
2026-05-12,R0079,Chittoor,C,chilli,42907,94,56,0.0,60.4,0,0
2026-05-13,R0079,Chittoor,C,chilli,42907,94,57,0.0,63.1,0,0
2026-05-14,R0079,Chittoor,C,chilli,42907,94,58,0.0,65.1,0,0
2026-05-15,R0079,Chittoor,C,chilli,42907,94,59,0.0,65.4,0,0
2026-05-16,R0079,Chittoor,C,chilli,42907,94,60,0.0,66.7,0,0
2026-05-17,R0079,Chittoor,C,chilli,42907,94,61,0.3,69.7,0,0
2026-05-18,R0079,Chittoor,C,chilli,42907,94,62,8.5,70.4,0,0
2026-05-19,R0079,Chittoor,C,chilli,42907,94,63,8.5,70.6,0,0
2026-05-20,R0079,Chittoor,C,chilli,42907,94,64,8.5,68.9,0,0
2026-05-21,R0079,Chittoor,C,chilli,42907,94,65,8.5,68.7,0,0
2026-05-22,R0079,Chittoor,C,chilli,42907,94,66,8.5,67.6,0,0
2026-03-24,R0080,Chittoor,C,maize,66328,79,14,32.5,54.8,0,0
2026-03-25,R0080,Chittoor,C,maize,66328,79,15,32.5,54.5,0,0
2026-03-26,R0080,Chittoor,C,maize,66328,79,16,8.8,52.8,0,0
2026-03-27,R0080,Chittoor,C,maize,66328,79,17,8.8,53.9,0,0
2026-03-28,R0080,Chittoor,C,maize,66328,79,18,8.8,54.4,0,0
2026-03-29,R0080,Chittoor,C,maize,66328,79,19,8.8,54.7,0,0
2026-03-30,R0080,Chittoor,C,maize,66328,79,20,5.9,54.9,0,0
2026-03-31,R0080,Chittoor,C,maize,66328,79,21,0.0,54.7,0,0
2026-04-01,R0080,Chittoor,C,maize,66328,79,22,0.0,55.7,0,0
2026-04-02,R0080,Chittoor,C,maize,66328,79,23,0.0,57.3,0,0
2026-04-03,R0080,Chittoor,C,maize,66328,79,24,0.0,57.4,0,0
2026-04-04,R0080,Chittoor,C,maize,66328,79,25,1.2,57.2,0,0
2026-04-05,R0080,Chittoor,C,maize,66328,79,26,1.2,58.5,0,0
2026-04-06,R0080,Chittoor,C,maize,66328,79,27,1.2,58.9,0,0
2026-04-07,R0080,Chittoor,C,maize,66328,79,28,29.9,61.0,0,0
2026-04-08,R0080,Chittoor,C,maize,66328,79,29,29.9,60.3,0,0
2026-04-09,R0080,Chittoor,C,maize,66328,79,30,31.9,60.5,0,0
2026-04-10,R0080,Chittoor,C,maize,66328,79,31,31.9,59.7,0,0
2026-04-11,R0080,Chittoor,C,maize,66328,79,32,31.4,59.2,0,0
2026-04-12,R0080,Chittoor,C,maize,66328,79,33,31.4,58.8,0,0
2026-04-13,R0080,Chittoor,C,maize,66328,79,34,31.4,58.6,0,0
2026-04-14,R0080,Chittoor,C,maize,66328,79,35,2.7,58.1,0,0
2026-04-15,R0080,Chittoor,C,maize,66328,79,36,2.7,60.3,0,0
2026-04-16,R0080,Chittoor,C,maize,66328,79,37,0.7,58.7,0,0
2026-04-17,R0080,Chittoor,C,maize,66328,79,38,0.7,60.5,0,0
2026-04-18,R0080,Chittoor,C,maize,66328,79,39,0.0,62.3,0,0
2026-04-19,R0080,Chittoor,C,maize,66328,79,40,0.0,61.1,0,0
2026-04-20,R0080,Chittoor,C,maize,66328,79,41,0.0,62.7,0,0
2026-04-21,R0080,Chittoor,C,maize,66328,79,42,0.0,62.1,0,0
2026-04-22,R0080,Chittoor,C,maize,66328,79,43,8.8,60.2,0,0
2026-04-23,R0080,Chittoor,C,maize,66328,79,44,8.8,62.3,0,0
2026-04-24,R0080,Chittoor,C,maize,66328,79,45,8.8,63.3,0,0
2026-04-25,R0080,Chittoor,C,maize,66328,79,46,8.8,62.2,0,0
2026-04-26,R0080,Chittoor,C,maize,66328,79,47,8.8,62.9,0,0
2026-04-27,R0080,Chittoor,C,maize,66328,79,48,8.8,63.1,0,0
2026-04-28,R0080,Chittoor,C,maize,66328,79,49,8.8,62.6,0,0
2026-04-29,R0080,Chittoor,C,maize,66328,79,50,3.5,64.2,0,0
2026-04-30,R0080,Chittoor,C,maize,66328,79,51,8.9,64.4,0,0
2026-05-01,R0080,Chittoor,C,maize,66328,79,52,8.9,62.9,0,0
2026-05-02,R0080,Chittoor,C,maize,66328,79,53,8.9,62.7,0,0
2026-05-03,R0080,Chittoor,C,maize,66328,79,54,8.9,64.5,0,0
2026-05-04,R0080,Chittoor,C,maize,66328,79,55,8.9,64.0,0,0
2026-05-05,R0080,Chittoor,C,maize,66328,79,56,8.9,64.5,0,0
2026-05-06,R0080,Chittoor,C,maize,66328,79,57,5.4,62.7,0,0
2026-05-07,R0080,Chittoor,C,maize,66328,79,58,0.0,61.0,0,0
2026-05-08,R0080,Chittoor,C,maize,66328,79,59,0.0,61.8,0,0
2026-05-09,R0080,Chittoor,C,maize,66328,79,60,0.0,61.6,0,0
2026-05-10,R0080,Chittoor,C,maize,66328,79,61,0.0,60.0,0,0
2026-05-11,R0080,Chittoor,C,maize,66328,79,62,0.0,60.0,0,0
2026-05-12,R0080,Chittoor,C,maize,66328,79,63,0.0,60.4,0,0
2026-05-13,R0080,Chittoor,C,maize,66328,79,64,0.0,63.1,0,0
2026-05-14,R0080,Chittoor,C,maize,66328,79,65,0.0,65.1,0,0
2026-05-15,R0080,Chittoor,C,maize,66328,79,66,0.0,65.4,0,0
2026-05-16,R0080,Chittoor,C,maize,66328,79,67,0.0,66.7,0,0
2026-05-17,R0080,Chittoor,C,maize,66328,79,68,0.3,69.7,0,0
2026-05-18,R0080,Chittoor,C,maize,66328,79,69,8.5,70.4,0,0
2026-05-19,R0080,Chittoor,C,maize,66328,79,70,8.5,70.6,0,0
2026-05-20,R0080,Chittoor,C,maize,66328,79,71,8.5,68.9,0,0
2026-05-21,R0080,Chittoor,C,maize,66328,79,72,8.5,68.7,0,0
2026-05-22,R0080,Chittoor,C,maize,66328,79,73,8.5,67.6,0,0
2026-03-24,R0081,Chittoor,A,chilli,283606,78,9,32.5,54.8,0,1
2026-03-25,R0081,Chittoor,A,chilli,283606,78,0,32.5,54.5,0,0
2026-03-26,R0081,Chittoor,A,chilli,283606,78,1,8.8,52.8,0,0
2026-03-27,R0081,Chittoor,A,chilli,283606,78,2,8.8,53.9,0,0
2026-03-28,R0081,Chittoor,A,chilli,283606,78,3,8.8,54.4,0,0
2026-03-29,R0081,Chittoor,A,chilli,283606,78,4,8.8,54.7,0,0
2026-03-30,R0081,Chittoor,A,chilli,283606,78,5,5.9,54.9,0,0
2026-03-31,R0081,Chittoor,A,chilli,283606,78,6,0.0,54.7,0,0
2026-04-01,R0081,Chittoor,A,chilli,283606,78,7,0.0,55.7,0,0
2026-04-02,R0081,Chittoor,A,chilli,283606,78,8,0.0,57.3,0,0
2026-04-03,R0081,Chittoor,A,chilli,283606,78,9,0.0,57.4,0,0
2026-04-04,R0081,Chittoor,A,chilli,283606,78,10,1.2,57.2,0,0
2026-04-05,R0081,Chittoor,A,chilli,283606,78,11,1.2,58.5,0,0
2026-04-06,R0081,Chittoor,A,chilli,283606,78,12,1.2,58.9,0,0
2026-04-07,R0081,Chittoor,A,chilli,283606,78,13,29.9,61.0,0,0
2026-04-08,R0081,Chittoor,A,chilli,283606,78,14,29.9,60.3,0,0
2026-04-09,R0081,Chittoor,A,chilli,283606,78,15,31.9,60.5,0,0
2026-04-10,R0081,Chittoor,A,chilli,283606,78,16,31.9,59.7,0,0
2026-04-11,R0081,Chittoor,A,chilli,283606,78,17,31.4,59.2,0,0
2026-04-12,R0081,Chittoor,A,chilli,283606,78,18,31.4,58.8,0,0
2026-04-13,R0081,Chittoor,A,chilli,283606,78,19,31.4,58.6,0,0
2026-04-14,R0081,Chittoor,A,chilli,283606,78,20,2.7,58.1,0,0
2026-04-15,R0081,Chittoor,A,chilli,283606,78,21,2.7,60.3,0,0
2026-04-16,R0081,Chittoor,A,chilli,283606,78,22,0.7,58.7,0,0
2026-04-17,R0081,Chittoor,A,chilli,283606,78,23,0.7,60.5,0,0
2026-04-18,R0081,Chittoor,A,chilli,283606,78,24,0.0,62.3,0,0
2026-04-19,R0081,Chittoor,A,chilli,283606,78,25,0.0,61.1,0,0
2026-04-20,R0081,Chittoor,A,chilli,283606,78,26,0.0,62.7,0,0
2026-04-21,R0081,Chittoor,A,chilli,283606,78,27,0.0,62.1,0,0
2026-04-22,R0081,Chittoor,A,chilli,283606,78,28,8.8,60.2,0,0
2026-04-23,R0081,Chittoor,A,chilli,283606,78,29,8.8,62.3,0,0
2026-04-24,R0081,Chittoor,A,chilli,283606,78,30,8.8,63.3,0,0
2026-04-25,R0081,Chittoor,A,chilli,283606,78,31,8.8,62.2,0,0
2026-04-26,R0081,Chittoor,A,chilli,283606,78,32,8.8,62.9,0,0
2026-04-27,R0081,Chittoor,A,chilli,283606,78,33,8.8,63.1,0,0
2026-04-28,R0081,Chittoor,A,chilli,283606,78,34,8.8,62.6,0,0
2026-04-29,R0081,Chittoor,A,chilli,283606,78,35,3.5,64.2,0,0
2026-04-30,R0081,Chittoor,A,chilli,283606,78,36,8.9,64.4,0,0
2026-05-01,R0081,Chittoor,A,chilli,283606,78,37,8.9,62.9,0,0
2026-05-02,R0081,Chittoor,A,chilli,283606,78,38,8.9,62.7,0,0
2026-05-03,R0081,Chittoor,A,chilli,283606,78,39,8.9,64.5,0,0
2026-05-04,R0081,Chittoor,A,chilli,283606,78,40,8.9,64.0,0,0
2026-05-05,R0081,Chittoor,A,chilli,283606,78,41,8.9,64.5,0,0
2026-05-06,R0081,Chittoor,A,chilli,283606,78,42,5.4,62.7,0,0
2026-05-07,R0081,Chittoor,A,chilli,283606,78,43,0.0,61.0,0,0
2026-05-08,R0081,Chittoor,A,chilli,283606,78,44,0.0,61.8,0,1
2026-05-09,R0081,Chittoor,A,chilli,283606,78,45,0.0,61.6,0,1
2026-05-10,R0081,Chittoor,A,chilli,283606,78,46,0.0,60.0,0,1
2026-05-11,R0081,Chittoor,A,chilli,283606,78,47,0.0,60.0,0,1
2026-05-12,R0081,Chittoor,A,chilli,283606,78,48,0.0,60.4,0,1
2026-05-13,R0081,Chittoor,A,chilli,283606,78,49,0.0,63.1,0,1
2026-05-14,R0081,Chittoor,A,chilli,283606,78,50,0.0,65.1,0,1
2026-05-15,R0081,Chittoor,A,chilli,283606,78,0,0.0,65.4,0,0
2026-05-16,R0081,Chittoor,A,chilli,283606,78,1,0.0,66.7,0,0
2026-05-17,R0081,Chittoor,A,chilli,283606,78,2,0.3,69.7,0,0
2026-05-18,R0081,Chittoor,A,chilli,283606,78,3,8.5,70.4,0,0
2026-05-19,R0081,Chittoor,A,chilli,283606,78,4,8.5,70.6,0,0
2026-05-20,R0081,Chittoor,A,chilli,283606,78,5,8.5,68.9,0,0
2026-05-21,R0081,Chittoor,A,chilli,283606,78,6,8.5,68.7,0,0
2026-05-22,R0081,Chittoor,A,chilli,283606,78,7,8.5,67.6,0,0
2026-03-24,R0082,Chittoor,A,cotton,304649,60,5,32.5,54.8,0,0
2026-03-25,R0082,Chittoor,A,cotton,304649,60,6,32.5,54.5,0,0
2026-03-26,R0082,Chittoor,A,cotton,304649,60,7,8.8,52.8,0,0
2026-03-27,R0082,Chittoor,A,cotton,304649,60,8,8.8,53.9,0,0
2026-03-28,R0082,Chittoor,A,cotton,304649,60,0,8.8,54.4,0,0
2026-03-29,R0082,Chittoor,A,cotton,304649,60,1,8.8,54.7,0,0
2026-03-30,R0082,Chittoor,A,cotton,304649,60,2,5.9,54.9,0,0
2026-03-31,R0082,Chittoor,A,cotton,304649,60,3,0.0,54.7,0,0
2026-04-01,R0082,Chittoor,A,cotton,304649,60,4,0.0,55.7,0,0
2026-04-02,R0082,Chittoor,A,cotton,304649,60,5,0.0,57.3,0,0
2026-04-03,R0082,Chittoor,A,cotton,304649,60,6,0.0,57.4,0,0
2026-04-04,R0082,Chittoor,A,cotton,304649,60,7,1.2,57.2,0,0
2026-04-05,R0082,Chittoor,A,cotton,304649,60,8,1.2,58.5,0,0
2026-04-06,R0082,Chittoor,A,cotton,304649,60,9,1.2,58.9,0,0
2026-04-07,R0082,Chittoor,A,cotton,304649,60,10,29.9,61.0,0,0
2026-04-08,R0082,Chittoor,A,cotton,304649,60,11,29.9,60.3,0,0
2026-04-09,R0082,Chittoor,A,cotton,304649,60,0,31.9,60.5,0,0
2026-04-10,R0082,Chittoor,A,cotton,304649,60,1,31.9,59.7,0,0
2026-04-11,R0082,Chittoor,A,cotton,304649,60,2,31.4,59.2,0,0
2026-04-12,R0082,Chittoor,A,cotton,304649,60,3,31.4,58.8,0,0
2026-04-13,R0082,Chittoor,A,cotton,304649,60,4,31.4,58.6,0,0
2026-04-14,R0082,Chittoor,A,cotton,304649,60,5,2.7,58.1,0,0
2026-04-15,R0082,Chittoor,A,cotton,304649,60,6,2.7,60.3,0,0
2026-04-16,R0082,Chittoor,A,cotton,304649,60,7,0.7,58.7,0,0
2026-04-17,R0082,Chittoor,A,cotton,304649,60,8,0.7,60.5,0,0
2026-04-18,R0082,Chittoor,A,cotton,304649,60,9,0.0,62.3,0,0
2026-04-19,R0082,Chittoor,A,cotton,304649,60,10,0.0,61.1,0,0
2026-04-20,R0082,Chittoor,A,cotton,304649,60,11,0.0,62.7,0,1
2026-04-21,R0082,Chittoor,A,cotton,304649,60,12,0.0,62.1,0,1
2026-04-22,R0082,Chittoor,A,cotton,304649,60,13,8.8,60.2,0,1
2026-04-23,R0082,Chittoor,A,cotton,304649,60,14,8.8,62.3,0,1
2026-04-24,R0082,Chittoor,A,cotton,304649,60,15,8.8,63.3,0,1
2026-04-25,R0082,Chittoor,A,cotton,304649,60,16,8.8,62.2,0,1
2026-04-26,R0082,Chittoor,A,cotton,304649,60,17,8.8,62.9,0,1
2026-04-27,R0082,Chittoor,A,cotton,304649,60,0,8.8,63.1,0,0
2026-04-28,R0082,Chittoor,A,cotton,304649,60,1,8.8,62.6,0,0
2026-04-29,R0082,Chittoor,A,cotton,304649,60,2,3.5,64.2,0,0
2026-04-30,R0082,Chittoor,A,cotton,304649,60,3,8.9,64.4,0,0
2026-05-01,R0082,Chittoor,A,cotton,304649,60,4,8.9,62.9,0,0
2026-05-02,R0082,Chittoor,A,cotton,304649,60,5,8.9,62.7,0,0
2026-05-03,R0082,Chittoor,A,cotton,304649,60,6,8.9,64.5,0,0
2026-05-04,R0082,Chittoor,A,cotton,304649,60,7,8.9,64.0,0,0
2026-05-05,R0082,Chittoor,A,cotton,304649,60,8,8.9,64.5,0,0
2026-05-06,R0082,Chittoor,A,cotton,304649,60,9,5.4,62.7,0,0
2026-05-07,R0082,Chittoor,A,cotton,304649,60,10,0.0,61.0,0,0
2026-05-08,R0082,Chittoor,A,cotton,304649,60,11,0.0,61.8,0,0
2026-05-09,R0082,Chittoor,A,cotton,304649,60,12,0.0,61.6,0,0
2026-05-10,R0082,Chittoor,A,cotton,304649,60,13,0.0,60.0,0,0
2026-05-11,R0082,Chittoor,A,cotton,304649,60,14,0.0,60.0,0,0
2026-05-12,R0082,Chittoor,A,cotton,304649,60,15,0.0,60.4,0,0
2026-05-13,R0082,Chittoor,A,cotton,304649,60,16,0.0,63.1,0,0
2026-05-14,R0082,Chittoor,A,cotton,304649,60,17,0.0,65.1,0,0
2026-05-15,R0082,Chittoor,A,cotton,304649,60,18,0.0,65.4,0,0
2026-05-16,R0082,Chittoor,A,cotton,304649,60,19,0.0,66.7,0,0
2026-05-17,R0082,Chittoor,A,cotton,304649,60,20,0.3,69.7,0,0
2026-05-18,R0082,Chittoor,A,cotton,304649,60,21,8.5,70.4,0,0
2026-05-19,R0082,Chittoor,A,cotton,304649,60,22,8.5,70.6,0,0
2026-05-20,R0082,Chittoor,A,cotton,304649,60,0,8.5,68.9,0,0
2026-05-21,R0082,Chittoor,A,cotton,304649,60,1,8.5,68.7,0,0
2026-05-22,R0082,Chittoor,A,cotton,304649,60,2,8.5,67.6,0,0
2026-03-24,R0083,Chittoor,A,cotton,288866,90,26,32.5,54.8,0,0
2026-03-25,R0083,Chittoor,A,cotton,288866,90,27,32.5,54.5,0,0
2026-03-26,R0083,Chittoor,A,cotton,288866,90,28,8.8,52.8,0,0
2026-03-27,R0083,Chittoor,A,cotton,288866,90,29,8.8,53.9,0,0
2026-03-28,R0083,Chittoor,A,cotton,288866,90,30,8.8,54.4,0,0
2026-03-29,R0083,Chittoor,A,cotton,288866,90,31,8.8,54.7,0,0
2026-03-30,R0083,Chittoor,A,cotton,288866,90,32,5.9,54.9,0,0
2026-03-31,R0083,Chittoor,A,cotton,288866,90,33,0.0,54.7,0,0
2026-04-01,R0083,Chittoor,A,cotton,288866,90,34,0.0,55.7,0,0
2026-04-02,R0083,Chittoor,A,cotton,288866,90,35,0.0,57.3,0,0
2026-04-03,R0083,Chittoor,A,cotton,288866,90,36,0.0,57.4,0,0
2026-04-04,R0083,Chittoor,A,cotton,288866,90,37,1.2,57.2,0,0
2026-04-05,R0083,Chittoor,A,cotton,288866,90,0,1.2,58.5,0,0
2026-04-06,R0083,Chittoor,A,cotton,288866,90,1,1.2,58.9,0,0
2026-04-07,R0083,Chittoor,A,cotton,288866,90,2,29.9,61.0,0,0
